Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
ON348971,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MA-CDC-LC0579778,29145,partial,USA: Massachusetts,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-04-11,2022-04-26,ssRNA(+)
ON852270,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,TX-CDC-STM-H5T4QTB9M,29844,complete,USA: Texas,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Ca,H., Morrison,S., Gulvick,C., Sula,E., Paden,C.R., MacCannell,D.",2022-06-07,2022-06-27,ssRNA(+)
KY559581,Euphorbia yellow mosaic virus,Begomovirus euphorbiamusiviflavi,,BR-Sag34-12,2593,complete,Brazil,Euphorbia heterophylla,,"Mar,T.B., Xavier,C.A.D., Lima,A.T.M., Nogueira,A.M., Silva,J.C.F., Ramos-Sobrinho,R., Lau,D., Zerbini,F.M.",2012-07,2017-06-11,ssDNA(+/-)
MZ442617,Measles virus genotype H1,Morbillivirus hominis,,,15894,complete,China,Homo sapiens,,"Zhang,Y., Xu,W.",,2023-12-31,ssRNA(-)
MZ278275,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NE-CDC-2-4368809,29852,complete,USA: NE,Homo sapiens,oronasopharynx,"Sheth,M., Nobles,S., Padilla,J., Burroughs,M., Le,S., Dillon,K., Cook,P., Paden,C.R., Batra,D., Queen,K., Knipe,K., Howard,D., Unoarumhi,Y., Wagner,D., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Halpin,A.L., Wentworth,D., Dugan,V., Tong,S., Lee,J.",2021-04-26,2021-05-25,ssRNA(+)
JQ902396,Human immunodeficiency virus 1,Lentivirus humimdef1,,H18818_8S7,553,partial,Netherlands,Homo sapiens,,"Rachinger,A., Kootstra,N.A., Schuitemaker,H., Van't Wout,A.B.",1987-04-22,2012-05-15,ssRNA-RT
OW164239,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-03,2022-03-17,ssRNA(+)
KR610118,Human immunodeficiency virus 1,Lentivirus humimdef1,,5343d14-5C12,3159,partial,,Macaca mulatta,blood,"Santra,S., Tomaras,G.D., Warrier,R., Nicely,N.I., Liao,H.X., Pollara,J., Liu,P., Alam,S.M., Zhang,R., Cocklin,S.L., Shen,X., Duffy,R., Xia,S.M., Schutte,R.J., Pemble Iv,C.W., Dennison,S.M., Li,H., Chao,A., Vidnovic,K., Evans,A., Klein,K., Kumar,A., Robinson,J., Landucci,G., Forthal,D.N., Montefiori,D.C., Kaewkungwal,J., Nitayaphan,S., Pitisuttithum,P., Rerks-Ngarm,S., Robb,M.L., Michael,N.L., Kim,J.H., Soderberg,K.A., Giorgi,E.E., Blair,L., Korber,B.T., Moog,C., Shattock,R.J., Letvin,N.L., Schmitz,J.E., Moody,M.A., Gao,F., Ferrari,G., Shaw,G.M., Haynes,B.F., Tomaras,G., Nicely,N., Liao,H.-X., Cocklin,S., Xia,S.-M., Schutte,R., Penble IV,C., Peel,J., Vandergrift,N., Forthal,D., Montefiori,D., Robb,M., Michael,N., Kim,J., Soderberg,K., Giorgi,E., Korber,B., Shattock,R., Letvin,N., Schmitz,J., Shaw,G., Haynes,B.",,2015-08-18,ssRNA-RT
AB442599,Human immunodeficiency virus 1,Lentivirus humimdef1,,patient #342,402,partial,Japan:Nagoya,Homo sapiens,,"Fujisaki,S., Ibe,S., Hattori,J., Shigemi,U., Shimizu,K., Nakamura,K., Yokomaku,Y., Mamiya,N., Utsumi,M., Hamaguchi,M., Kaneda,T.",,2009-02-05,ssRNA-RT
OV177659,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,JU-ETHZ-673254,29875,partial,Switzerland:JU,Homo sapiens,,,2021-11-27,2021-12-15,ssRNA(+)
OM274442,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,FL-BPHL-16455,29819,complete,USA: FL,Homo sapiens,,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.",2021-11-12,2022-01-14,ssRNA(+)
OY668850,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-18,2023-08-02,ssRNA(+)
OY037337,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29747,partial,Germany:Europe/Germany/Schleswig-Holstein,Homo sapiens,,,2022-10-04,2023-06-22,ssRNA(+)
PP226791,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,SEARCH-90252,29793,complete,USA,Homo sapiens,,"Andersen,K.",2022-05-02,2024-01-29,ssRNA(+)
OP416940,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MD-CDC-QDX40869633,29718,complete,USA: Maryland,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.",2022-08-29,2022-09-12,ssRNA(+)
BK030880,Caudoviricetes sp.,Caudoviricetes sp.,,ctNi629,11943,partial,USA,Homo sapiens,,"Tisza,M.J., Buck,C.B.",2016-06-03,2021-06-15,dsDNA
MT710532,Enterovirus A,Enterovirus alphacoxsackie,,7306G1CVA16,438,partial,China,Homo sapiens,,"Yu,H., Zhou,Y.",2018,2021-10-12,ssRNA(+)
PP310529,Influenza B virus,Betainfluenzavirus influenzae,,EPI_ISL_18527595,2367,partial,USA: Florida,Homo sapiens,,"Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.",2023-10-14,2024-02-13,ssRNA(-)
OX860158,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29812,complete,United Kingdom:England,Homo sapiens,,,2021-07-28,2023-06-19,ssRNA(+)
ON213361,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDPH-2000061421,29759,complete,USA,Homo sapiens,,"Smith,E.",2022-02-08,2022-04-12,ssRNA(+)
OM052828,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDPH-3000275961,29861,complete,USA,Homo sapiens,,"Smith,E.",2021-11-23,2021-12-29,ssRNA(+)
OQ704418,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,WA-CDC-UW23031498950,29745,partial,USA: Washington,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Thornburg,N., Unoarumhi,Y., Chau,R., Lacek,K.A., Mandal,P., Bajwa,M., Momin,N., Morrison,S., Gulvik,C., Sula,E., Roychoudhury,P., Xie,H., Shrestha,L., Nguyen,T.V., Bakhash,S.M., Lin,M., Baker,N.R., Perez,R., Ellis,S., Breit,N., Livingston,R.J., Huang,M.-L., Jerome,K.R., Mathias,P., Greninger,A., Paden,C.R., MacCannell,D.",2023-03-14,2023-03-29,ssRNA(+)
ON486022,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,JAL-5_1463,29745,complete,Mexico,Homo sapiens,,"Taboada,B., Zarate,S., Garcia-Lopez,R., Munoz-Medina,J.E., Sanchez-Flores,A., Herrera-Estrella,A., Boukadida,C., Gomez-Gil,B., Selem Mojica,N., Rosales-Rivera,M., Salas-Lais,A.G., Gutierrez-Rios,R.M., Loza,A., Rivera-Gutierrez,X., Vazquez-Perez,J.A., Matias-Florentino,M., Perez-Garcia,M., Avila-Rios,S., Manuel-Hurtado,J., Herrera-Najera,C., Nunez-Contreras,J., Sarquiz-Martinez,B., Eduardo-Garcia,V., Santiago-Mauricio,M., Martinez-Miguel,B., Isa,P., Wong-Chew,R.M., Jimenez-Corona,M.-E., Lopez,S., Arias,C.F., Consorcio Mexicano de Vigilancia Genomica,C.-M., Alvarado-Yaah,J.E., Becerril-Vargas,E., Borja-Aburto,V.H., Chaidez-Quiroz,C., Chale-Dzul,J.B., Ciria Merce,R., Comas-Garcia,A., Duque Molina,C., Enciso-Ibarra,J., Enciso-Moreno,J.A., Espinosa-Ayala,G.E., Fontove-Herrera,F., Fregoso-Rueda,D., Garcia-Arias,V.E., Garcia-Gasca,A., Gonzalez,J.P., Gonzalez-Lopez,I., Grajales-Muniz,C., Grande,R., Gutierrez Rios,R.M., Hernandez,J., Hernandez-Teran,A., Herrera-Najera,C.I., Mata-Haro,V., Lira Morales,D., Loza Roman,A., Maldonado-Meza,B.I., Martinez-Orozco,J.A., Martinez- Rodriguez,C., Mejia-Nepomuceno,F., Mireles-Rivera,M.Gd.J., Molina-Salinas,G.M., Montoya-Fuentes,H., Mujica-Sanchez,M., Nunez-Contreras,Jd.J., Ocana-Mondragon,A., Ochoa-Carrera,L.A., Paz-Juarez,H.E., Pulido,F., Ramirez-Plascencia,H.H.F., Salas-Hernandez,J., Santacruz-Tinoco,C.E., Santiago-Mauricio,M.G., Selem-Mojica,N., Tapia-Diaz,K.E., Vazquez,G.",2021-07-07,2022-05-11,ssRNA(+)
OY663775,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29769,complete,United Kingdom:England,Homo sapiens,,,2022-02-03,2023-08-02,ssRNA(+)
OX468889,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,complete,United Kingdom:England,Homo sapiens,,,2021-09-06,2023-04-29,ssRNA(+)
KU661208,Human immunodeficiency virus 1,Lentivirus humimdef1,,VOR22_CADNA_CD4Tcell_Timepoint2_16,765,partial,Australia,Homo sapiens,blood,"Barton,K., Hiener,B., Winckelmann,A., Rasmussen,T.A., Shao,W., Solomon,A., McMahon,J., Harrington,S., Buzon,M., Lichterfeld,M., Denton,P.W., Olesen,R., Ostergaard,L., Tolstrup,M., Lewin,S.R., Sogaard,O.S., Palmer,S.",2012-10-03,2016-02-07,ssRNA-RT
EI103887,uncultured marine virus,uncultured marine virus,,,746,partial,,,,"Bench,S.R., Hanson,T.E., Williamson,K.E., Ghosh,D., Radosovich,M., Wang,K., Wommack,K.E.",,2007-12-10,unknown
KT370230,Hepatitis B virus,Orthohepadnavirus hominoidei,,1899_11_acute,241,partial,Canada,Homo sapiens,,"Osiowy,C., Giles,E., Trubnikov,M., Choudhri,Y., Andonov,A.",2011,2015-10-06,dsDNA-RT
OP379661,Severe fever with thrombocytopenia syndrome virus,Bandavirus dabieense,,,6361,partial,China,Homo sapiens,,"Quan,C., Liu,Q., Yu,L., Li,C., Nie,K., Ding,G., Zhou,H., Wang,X., Sun,W., Wang,H., Yue,M., Wei,L., Zheng,W., Lyu,Q., Xing,W., Zhang,Z., Carr,M.J., Zhang,H., Shi,W.",2021-10-03,2023-06-07,ssRNA(+/-)
MZ195618,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,IL-CDC-ASC210033697,29880,complete,USA: Illinois,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-04-26,2021-05-14,ssRNA(+)
OY096425,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29677,partial,Germany:Europe/Germany/Saxony,Homo sapiens,,,2022-06-23,2023-06-24,ssRNA(+)
PQ841501,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,EPI_ISL_19539056,1540,partial,USA: Iowa,Homo sapiens,,"Steel,J., Kirby,M., Garten,R., Davis,T., Dugan,V.",2024-09-20,2025-01-06,ssRNA(-)
HQ251292,Human immunodeficiency virus 1,Lentivirus humimdef1,,pt17t1s080,1011,partial,USA,Homo sapiens,,"Mullins,J.I., Heath,L., Hughes,J.P., Kicha,J., Styrchak,S., Wong,K.G., Rao,U., Hansen,A., Harris,K.S., Laurent,J.P., Li,D., Simpson,J.H., Essigmann,J.M., Loeb,L.A., Parkins,J., Laurent,J.-P.",2008-01,2011-02-10,ssRNA-RT
MT579313,Human rotavirus A,Rotavirus alphagastroenteritidis,,,3264,partial,Brazil,Homo sapiens,feces,"Silva-Sales,M., Leal,E., Milagres,F.A.P., Brustulin,R., Morais,V.D.S., Marcatti,R., Araujo,E.L.L., Witkin,S.S., Deng,X., Sabino,E.C., Delwart,E., Luchs,A., Costa,A.C.D.",2015,2021-02-15,dsRNA
MK676460,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,EPI_ISL_340998,1752,partial,USA: Florida,Homo sapiens,,"Jernigan,D., Wentworth,D., Katz,J., Barnes,J., Garten,R., Xu,X.",2019-01-19,2019-03-27,ssRNA(-)
OX573221,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29903,complete,United Kingdom:Wales,Homo sapiens,,,2020-11-24,2023-05-04,ssRNA(+)
MK384322,Human immunodeficiency virus 1,Lentivirus humimdef1,,208Pt1-2007-P2F12,5183,partial,USA,Homo sapiens,,"Pinzone,M.R., VanBelzen,D.J., Weissman,S., Bertuccio,M.P., Cannon,L., Venanzi-Rullo,E., Migueles,S., Jones,R.B., Mota,T., Joseph,S.B., Groen,K., Pasternak,A.O., Hwang,W.T., Sherman,B., Vourekas,A., Nunnari,G., O'Doherty,U., Joseph,S., Pasternak,A., Hwang,W.-T.",2007-11-13,2019-05-04,ssRNA-RT
OM625990,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDC-LC0514451,29717,complete,USA: California,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.",2022-01-26,2022-02-09,ssRNA(+)
OU694993,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:Wales,Homo sapiens,,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-08-30,2021-09-18,ssRNA(+)
OM815304,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,KY-CDC-ASC210854928,29789,complete,USA: Kentucky,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2022-02-08,2022-02-25,ssRNA(+)
MH645810,enterovirus D68,Enterovirus deconjuncti,,Enterovirus D68/Singapore/2203/2011,1042,partial,Singapore,Homo sapiens,oronasopharynx,"Linster,M., Donato,C., Mah,M.G., Grau,M.L., Low,J.G., Ooi,E.E., Su,Y.C.F., Smith,G.J.D., Vijaykrishna,D.",2011-05-12,2018-10-31,ssRNA(+)
JQ395802,Human immunodeficiency virus 1,Lentivirus humimdef1,,10170697,727,partial,France,Homo sapiens,blood,"Fourati,S.",2011,2012-05-07,ssRNA-RT
OX546215,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29885,complete,United Kingdom:England,Homo sapiens,,,2021-02-22,2023-05-04,ssRNA(+)
OX271512,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29777,partial,United Kingdom:England,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-07-23,2022-08-11,ssRNA(+)
OK623166,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,MI-CDC-ASC210329043,29829,complete,USA: Michigan,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Clark,C., Campbell,P., Case,R., Ghorpade,V., Houdeshell,H., Kvalvaag,O., Nall,D., Sanders,E., Vest,A., Westlund,S., Hardison,M., Paden,C.R., MacCannell,D.",2021-09-20,2021-10-25,ssRNA(+)
OR013573,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,EPI_ISL_17212813,1441,partial,USA: Utah,Homo sapiens,,"Wentworth,D., Barnes,J., Steel,J., Garten,R., Davis,T., Dugan,V.",2023-02-06,2023-05-24,ssRNA(-)
OX906814,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29694,partial,Germany:Europe/Germany/North Rhine-Westphalia,Homo sapiens,,,2022-05-06,2023-06-21,ssRNA(+)
PP900355,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,IVY-G43S08B8,1497,partial,USA: New York,Homo sapiens,,"Lauring,A.S., Papalambros,L.K.",2024-02-22,2024-06-16,ssRNA(-)
OY453417,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29835,complete,United Kingdom:Wales,Homo sapiens,,,2022-06-23,2023-07-25,ssRNA(+)
OX053953,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29876,partial,Denmark:Midtjylland,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2022-03-07,2022-06-14,ssRNA(+)
OU998038,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-11-02,2021-11-21,ssRNA(+)
OV546650,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-12-13,2022-01-17,ssRNA(+)
OU100441,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29848,partial,Germany:Europe/Germany/Thuringia,Homo sapiens,,,2021-03-15,2021-06-03,ssRNA(+)
PP045248,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,KR-SEARCH-120411,29562,partial,Iraq,Homo sapiens,oronasopharynx,"Andersen,K.",2022-01-24,2023-12-27,ssRNA(+)
OU729033,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29890,partial,United Kingdom:England,Homo sapiens,,"Integrated Covid Hub North,East., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-09-13,2021-09-28,ssRNA(+)
MH904004,Bovine viral diarrhea virus 1h,Pestivirus bovis,,CH3382,200,partial,Switzerland: BE canton,Bos taurus,,"Stalder,H., Bachofen,C., Schweizer,M., Zanoni,R., Sauerlaender,D., Peterhans,E.",2008,2018-12-18,ssRNA(+)
OW259651,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:England,Homo sapiens,,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-03-13,2022-03-26,ssRNA(+)
OW618498,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29850,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-04-10,2022-05-01,ssRNA(+)
AX926134,Human papillomavirus,Human papillomavirus,,,40,partial,,,,"Karlsen,F.",,2003-12-19,dsDNA
OX884416,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29844,complete,United Kingdom:England,Homo sapiens,,,2022-08-29,2023-06-19,ssRNA(+)
OW083027,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-02-22,2022-03-09,ssRNA(+)
OX207063,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29876,partial,Denmark:Hovedstaden,Homo sapiens,,"Danish Covid-19 Genome,Consortium.",2022-05-20,2022-07-11,ssRNA(+)
U12136,Four Corners hantavirus,Orthohantavirus sinnombreense,,,418,partial,,Peromyscus maniculatus,,"Hjelle,B., Krolikowski,J., Torrez-Martinez,N., Chavez-Giles,F., Vanner,C., Laposata,E.",,1996-11-21,ssRNA(-)
OW000497,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29873,partial,United Kingdom:England,Homo sapiens,,"Fraser,D., Lee,S., Howes,R., The Rosalind Franklin,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2022-02-09,2022-02-25,ssRNA(+)
OR617136,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,NY-PRL-230922_81E01,29751,partial,USA: New York,Homo sapiens,oronasopharynx,"Opentrons,P.",2023-09-08,2023-10-01,ssRNA(+)
DQ505332,Hepacivirus C,Hepacivirus hominis,,P4,528,partial,,,,"Farci,P., Quinti,I., Farci,S., Alter,H.J., Strazzera,R., Palomba,E., Coiana,A., Cao,D., Casadei,A.M., Ledda,R., Iorio,R., Vegnente,A., Diaz,G., Tovo,P.A., Tovo,P.-A.",,2006-05-02,ssRNA(+)
KY862025,Human coronavirus NL63,Alphacoronavirus amsterdamense,,NL63/FRA-EPI/Caen/2010/10,2780,partial,France,Homo sapiens,,"Kin,N., Miszczak,F., Desvagues,M., Diancourt,L., Caro,V., Vabret,A., Le Gouil,M.",2010-12-17,2018-03-13,ssRNA(+)
OM880035,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,CA-CDC-FG-282399,29795,complete,USA: California,Homo sapiens,oronasopharynx,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.",2022-02-17,2022-03-02,ssRNA(+)
OU782001,Severe acute respiratory syndrome coronavirus 2,Betacoronavirus pandemicum,,,29828,partial,United Kingdom:Scotland,Homo sapiens,,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.",2021-09-25,2021-10-11,ssRNA(+)
